supplier_id,model_id,price
6,24258,1850.0
6,24237,1600.0
6,24240,2100.0
6,24243,2300.0
6,24246,2600.0
6,9605,930.0
6,9609,1040.0
6,9606,980.0
6,15567,1450.0
6,25985,1220.0
6,26010,1700.0
6,9237,1040.0
6,9241,1450.0
6,9242,1750.0
6,9617,1040.0
6,9621,1240.0
6,9625,1240.0
6,9618,1270.0
6,9622,1360.0
6,9626,1440.0
6,12302,1260.0
6,12306,1650.0
6,12303,1750.0
6,25776,1590.0
6,25796,1940.0
6,16856,1910.0
6,9844,1820.0
6,9845,2000.0
6,9850,2400.0
6,9720,2500.0
6,25867,2540.0
6,25885,3570.0
6,25870,2970.0
6,9689,2700.0
6,9790,3450.0
6,9795,3960.0
6,25949,2950.0
6,25961,4700.0
